,tot_debt_tot_equity_class,zacks_x_sector_desc,straddle_pnl,quarter_with_ticker
6277,high_debt/eq,Computer and Technology,-253.69,Q1 2022ETSY
6279,low_debt/eq,Computer and Technology,-136.04,Q3 2022ETSY
6280,low_debt/eq,Computer and Technology,629.24,Q4 2022ETSY
6299,low_debt/eq,Medical,315.93,Q1 2018EW
6301,low_debt/eq,Medical,305.91,Q3 2018EW
6303,low_debt/eq,Medical,595.0,Q1 2019EW
6304,low_debt/eq,Medical,-1075.92,Q2 2019EW
6305,low_debt/eq,Medical,595.04,Q3 2019EW
6309,low_debt/eq,Medical,-80.92,Q3 2020EW
6310,low_debt/eq,Medical,622.64,Q4 2020EW
6312,low_debt/eq,Medical,677.08,Q3 2021EW
6313,low_debt/eq,Medical,-10.68,Q4 2021EW
6314,low_debt/eq,Medical,198.37,Q1 2022EW
6316,low_debt/eq,Medical,-2267.38,Q3 2022EW
6317,low_debt/eq,Medical,22.6,Q4 2022EW
6324,low_debt/eq,Medical,-293.39,Q2 2018EXAS
6327,good debt/eq,Medical,667.55,Q1 2019EXAS
6329,good debt/eq,Medical,282.05,Q3 2019EXAS
6330,low_debt/eq,Medical,590.58,Q4 2019EXAS
6334,low_debt/eq,Medical,437.17,Q2 2021EXAS
6335,low_debt/eq,Medical,332.32,Q3 2021EXAS
6336,low_debt/eq,Medical,255.74,Q4 2021EXAS
6337,low_debt/eq,Medical,207.79,Q1 2022EXAS
6338,low_debt/eq,Medical,522.29,Q2 2022EXAS
6340,low_debt/eq,Medical,209.42,Q4 2022EXAS
6363,high_debt/eq,Utilities,18.87,Q4 2022EXC
6375,low_debt/eq,Retail/Wholesale,-4375.91,Q3 2019EXPE
6377,high_debt/eq,Retail/Wholesale,390.24,Q1 2020EXPE
6379,high_debt/eq,Retail/Wholesale,139.08,Q3 2020EXPE
6383,high_debt/eq,Retail/Wholesale,-334.7,Q1 2022EXPE
6415,low_debt/eq,Oils/Energy,-671.88,Q4 2017FANG
6423,low_debt/eq,Oils/Energy,5.49,Q4 2019FANG
6438,low_debt/eq,Retail/Wholesale,8.77,Q4 2017FAST
6442,low_debt/eq,Retail/Wholesale,271.43,Q4 2018FAST
6446,low_debt/eq,Retail/Wholesale,655.17,Q4 2019FAST
6447,low_debt/eq,Retail/Wholesale,117.65,Q1 2020FAST
6448,low_debt/eq,Retail/Wholesale,412.84,Q2 2020FAST
6449,low_debt/eq,Retail/Wholesale,110.0,Q3 2020FAST
6451,low_debt/eq,Retail/Wholesale,197.92,Q2 2021FAST
6452,low_debt/eq,Retail/Wholesale,233.33,Q3 2021FAST
6453,low_debt/eq,Retail/Wholesale,362.07,Q4 2021FAST
6454,low_debt/eq,Retail/Wholesale,315.22,Q1 2022FAST
6455,low_debt/eq,Retail/Wholesale,-250.0,Q2 2022FAST
6457,low_debt/eq,Retail/Wholesale,688.89,Q4 2022FAST
6499,low_debt/eq,Basic Materials,18.95,Q4 2020FCX
6500,low_debt/eq,Basic Materials,556.92,Q2 2021FCX
6501,low_debt/eq,Basic Materials,483.05,Q3 2021FCX
6502,low_debt/eq,Basic Materials,141.15,Q4 2021FCX
6503,low_debt/eq,Basic Materials,-1193.55,Q1 2022FCX
6504,low_debt/eq,Basic Materials,488.17,Q2 2022FCX
6505,low_debt/eq,Basic Materials,410.67,Q3 2022FCX
6506,low_debt/eq,Basic Materials,-123.79,Q4 2022FCX
6515,good debt/eq,Business Services,-89.13,Q3 2018FDS
6519,low_debt/eq,Business Services,793.22,Q3 2019FDS
6536,low_debt/eq,Transportation,508.21,Q4 2017FDX
6537,low_debt/eq,Transportation,314.88,Q1 2018FDX
6538,low_debt/eq,Transportation,-575.44,Q2 2018FDX
6539,low_debt/eq,Transportation,-1004.07,Q3 2018FDX
6540,low_debt/eq,Transportation,295.06,Q4 2018FDX
6541,low_debt/eq,Transportation,386.96,Q1 2019FDX
6542,low_debt/eq,Transportation,-1170.77,Q2 2019FDX
6543,good debt/eq,Transportation,-550.86,Q3 2019FDX
6544,good debt/eq,Transportation,381.25,Q4 2019FDX
6545,good debt/eq,Transportation,-828.95,Q1 2020FDX
6546,good debt/eq,Transportation,273.85,Q2 2020FDX
6549,low_debt/eq,Transportation,-722.88,Q2 2021FDX
6553,low_debt/eq,Transportation,143.55,Q2 2022FDX
6554,low_debt/eq,Transportation,552.36,Q3 2022FDX
6578,high_debt/eq,Utilities,470.59,Q4 2022FE
6583,good debt/eq,Finance,600.0,Q4 2017FHN
6601,low_debt/eq,Finance,827.59,Q3 2022FHN
6602,low_debt/eq,Finance,743.12,Q4 2022FHN
6636,low_debt/eq,Business Services,27.97,Q4 2018FIS
6646,low_debt/eq,Business Services,-102.27,Q4 2021FIS
6650,low_debt/eq,Business Services,-355.56,Q4 2022FIS
6657,good debt/eq,Finance,-791.67,Q2 2018FITB
6670,low_debt/eq,Finance,-54.55,Q4 2021FITB
6673,good debt/eq,Finance,-288.14,Q3 2022FITB
6674,good debt/eq,Finance,388.89,Q4 2022FITB
6681,high_debt/eq,Retail/Wholesale,-1919.03,Q1 2018FIVE
6684,high_debt/eq,Retail/Wholesale,87.56,Q4 2018FIVE
6685,high_debt/eq,Retail/Wholesale,632.65,Q1 2019FIVE
6686,high_debt/eq,Retail/Wholesale,129.12,Q2 2019FIVE
6687,high_debt/eq,Retail/Wholesale,462.96,Q3 2019FIVE
6688,high_debt/eq,Retail/Wholesale,134.23,Q4 2019FIVE
6689,high_debt/eq,Retail/Wholesale,-167.63,Q1 2020FIVE
6690,high_debt/eq,Retail/Wholesale,-288.18,Q2 2020FIVE
6691,high_debt/eq,Retail/Wholesale,284.14,Q3 2020FIVE
6693,high_debt/eq,Retail/Wholesale,-1072.73,Q2 2021FIVE
6694,high_debt/eq,Retail/Wholesale,490.14,Q3 2021FIVE
6695,high_debt/eq,Retail/Wholesale,85.96,Q4 2021FIVE
6696,high_debt/eq,Retail/Wholesale,618.03,Q1 2022FIVE
6697,high_debt/eq,Retail/Wholesale,279.82,Q2 2022FIVE
6698,high_debt/eq,Retail/Wholesale,-1150.39,Q3 2022FIVE
6712,good debt/eq,Computer and Technology,315.97,Q4 2019FIVN
6764,low_debt/eq,Retail/Wholesale,-341.46,Q3 2021FL
6808,low_debt/eq,Construction,588.71,Q4 2017FLR
6829,good debt/eq,Basic Materials,165.68,Q4 2017FMC
6833,low_debt/eq,Basic Materials,79.71,Q4 2018FMC
6860,low_debt/eq,Construction,500.0,Q4 2019FND
6889,low_debt/eq,Consumer Discretionary,384.62,Q1 2019FOXA
6890,low_debt/eq,Consumer Discretionary,-480.77,Q2 2019FOXA
6891,low_debt/eq,Consumer Discretionary,-295.08,Q3 2019FOXA
6892,low_debt/eq,Consumer Discretionary,228.57,Q4 2019FOXA
6893,low_debt/eq,Consumer Discretionary,613.64,Q1 2020FOXA
6894,low_debt/eq,Consumer Discretionary,-117.65,Q2 2020FOXA
6895,low_debt/eq,Consumer Discretionary,360.47,Q3 2020FOXA
6896,low_debt/eq,Consumer Discretionary,-532.26,Q2 2021FOXA
6897,low_debt/eq,Consumer Discretionary,479.45,Q3 2021FOXA
6898,low_debt/eq,Consumer Discretionary,-567.9,Q4 2021FOXA
6899,low_debt/eq,Consumer Discretionary,317.65,Q1 2022FOXA
6900,low_debt/eq,Consumer Discretionary,418.92,Q2 2022FOXA
6901,low_debt/eq,Consumer Discretionary,-60.61,Q3 2022FOXA
6902,low_debt/eq,Consumer Discretionary,-17.24,Q4 2022FOXA
6916,low_debt/eq,Oils/Energy,286.59,Q1 2020FSLR
6918,low_debt/eq,Oils/Energy,-782.19,Q3 2020FSLR
6919,low_debt/eq,Oils/Energy,177.76,Q2 2021FSLR
6921,low_debt/eq,Oils/Energy,-40.43,Q4 2021FSLR
6922,low_debt/eq,Oils/Energy,66.85,Q1 2022FSLR
6979,low_debt/eq,Computer and Technology,-168.22,Q3 2018FTV
7066,low_debt/eq,Business Services,269.23,Q1 2020G
7088,low_debt/eq,Aerospace,-934.69,Q4 2017GD
7089,low_debt/eq,Aerospace,-67.11,Q1 2018GD
7090,good debt/eq,Aerospace,0.0,Q2 2018GD
7091,good debt/eq,Aerospace,-1092.86,Q3 2018GD
7092,good debt/eq,Aerospace,362.6,Q4 2018GD
7093,good debt/eq,Aerospace,574.68,Q1 2019GD
7094,good debt/eq,Aerospace,397.59,Q2 2019GD
7095,good debt/eq,Aerospace,-44.9,Q3 2019GD
7096,low_debt/eq,Aerospace,576.42,Q4 2019GD
7097,good debt/eq,Aerospace,418.37,Q1 2020GD
7098,good debt/eq,Aerospace,352.6,Q2 2020GD
7099,low_debt/eq,Aerospace,117.65,Q3 2020GD
7100,low_debt/eq,Aerospace,56.87,Q4 2020GD
7101,low_debt/eq,Aerospace,340.81,Q2 2021GD
7102,low_debt/eq,Aerospace,492.19,Q3 2021GD
7103,low_debt/eq,Aerospace,412.92,Q4 2021GD
7104,low_debt/eq,Aerospace,372.16,Q1 2022GD
7105,low_debt/eq,Aerospace,373.24,Q2 2022GD
7106,low_debt/eq,Aerospace,444.1,Q3 2022GD
7107,low_debt/eq,Aerospace,-245.28,Q4 2022GD
7131,low_debt/eq,Computer and Technology,656.08,Q4 2022GDDY
7150,high_debt/eq,Transportation,309.67,Q3 2021GE
7151,low_debt/eq,Transportation,-82.47,Q4 2021GE
7152,low_debt/eq,Transportation,-613.39,Q1 2022GE
7153,low_debt/eq,Transportation,114.38,Q2 2022GE
7154,low_debt/eq,Transportation,455.68,Q3 2022GE
7155,low_debt/eq,Transportation,533.65,Q4 2022GE
7167,high_debt/eq,Business Services,347.83,Q4 2017GEO
7217,high_debt/eq,Medical,-1959.26,Q4 2018GH
7236,high_debt/eq,Medical,401.97,Q4 2017GILD
7237,good debt/eq,Medical,-826.22,Q1 2018GILD
7238,good debt/eq,Medical,577.78,Q2 2018GILD
7240,good debt/eq,Medical,168.24,Q4 2018GILD
7242,good debt/eq,Medical,404.93,Q2 2019GILD
7244,good debt/eq,Medical,350.99,Q4 2019GILD
7247,high_debt/eq,Medical,664.79,Q3 2020GILD
7250,good debt/eq,Medical,317.07,Q4 2021GILD
7252,good debt/eq,Medical,-200.5,Q2 2022GILD
7261,high_debt/eq,Consumer Staples,-763.16,Q2 2018GIS
7262,high_debt/eq,Consumer Staples,340.74,Q3 2018GIS
7265,high_debt/eq,Consumer Staples,694.17,Q2 2019GIS
7266,high_debt/eq,Consumer Staples,537.31,Q3 2019GIS
7267,high_debt/eq,Consumer Staples,164.82,Q4 2019GIS
7270,high_debt/eq,Consumer Staples,621.1,Q3 2020GIS
7308,low_debt/eq,Computer and Technology,389.94,Q1 2018GLW
7309,low_debt/eq,Computer and Technology,-1453.18,Q2 2018GLW
7310,low_debt/eq,Computer and Technology,518.23,Q3 2018GLW
7311,low_debt/eq,Computer and Technology,-734.58,Q4 2018GLW
7312,low_debt/eq,Computer and Technology,130.98,Q1 2019GLW
7313,low_debt/eq,Computer and Technology,-318.63,Q2 2019GLW
7314,low_debt/eq,Computer and Technology,680.09,Q3 2019GLW
7315,low_debt/eq,Computer and Technology,665.72,Q4 2019GLW
7316,low_debt/eq,Computer and Technology,295.3,Q1 2020GLW
7317,low_debt/eq,Computer and Technology,580.4,Q2 2020GLW
7319,low_debt/eq,Computer and Technology,-53.37,Q4 2020GLW
7320,low_debt/eq,Computer and Technology,451.78,Q2 2021GLW
7321,low_debt/eq,Computer and Technology,-230.37,Q3 2021GLW
7322,low_debt/eq,Computer and Technology,-821.43,Q4 2021GLW
7323,low_debt/eq,Computer and Technology,177.78,Q1 2022GLW
7324,low_debt/eq,Computer and Technology,262.5,Q2 2022GLW
7325,low_debt/eq,Computer and Technology,567.9,Q3 2022GLW
7326,low_debt/eq,Computer and Technology,166.67,Q4 2022GLW
7332,high_debt/eq,Auto/Tires/Trucks,643.12,Q1 2018GM
7333,high_debt/eq,Auto/Tires/Trucks,-243.9,Q2 2018GM
7334,high_debt/eq,Auto/Tires/Trucks,-556.6,Q3 2018GM
7335,high_debt/eq,Auto/Tires/Trucks,537.54,Q4 2018GM
7336,high_debt/eq,Auto/Tires/Trucks,378.7,Q1 2019GM
7337,high_debt/eq,Auto/Tires/Trucks,573.57,Q2 2019GM
7338,high_debt/eq,Auto/Tires/Trucks,26.88,Q3 2019GM
7339,high_debt/eq,Auto/Tires/Trucks,571.43,Q4 2019GM
7340,high_debt/eq,Auto/Tires/Trucks,340.49,Q1 2020GM
7341,high_debt/eq,Auto/Tires/Trucks,322.48,Q2 2020GM
7342,high_debt/eq,Auto/Tires/Trucks,-238.76,Q3 2020GM
7343,high_debt/eq,Auto/Tires/Trucks,-885.16,Q2 2021GM
7344,high_debt/eq,Auto/Tires/Trucks,-170.1,Q3 2021GM
7345,high_debt/eq,Auto/Tires/Trucks,496.36,Q4 2021GM
7346,high_debt/eq,Auto/Tires/Trucks,539.58,Q1 2022GM
7347,high_debt/eq,Auto/Tires/Trucks,162.44,Q2 2022GM
7348,high_debt/eq,Auto/Tires/Trucks,169.81,Q3 2022GM
7349,high_debt/eq,Auto/Tires/Trucks,-270.56,Q4 2022GM
7366,low_debt/eq,Retail/Wholesale,-485.37,Q1 2021GME
7367,low_debt/eq,Retail/Wholesale,696.43,Q2 2021GME
7368,low_debt/eq,Retail/Wholesale,155.28,Q3 2021GME
7370,low_debt/eq,Retail/Wholesale,270.21,Q1 2022GME
7371,low_debt/eq,Retail/Wholesale,426.53,Q2 2022GME
7372,low_debt/eq,Retail/Wholesale,285.49,Q3 2022GME
7392,high_debt/eq,Medical,357.14,Q4 2021GMED
7401,high_debt/eq,Computer and Technology,282.61,Q4 2017GNRC
7405,good debt/eq,Computer and Technology,272.0,Q4 2018GNRC
7415,low_debt/eq,Computer and Technology,-220.71,Q4 2021GNRC
7418,low_debt/eq,Computer and Technology,-73.77,Q3 2022GNRC
7419,low_debt/eq,Computer and Technology,94.83,Q4 2022GNRC
7424,low_debt/eq,Consumer Staples,739.58,Q2 2019GO
7425,low_debt/eq,Consumer Staples,246.58,Q3 2019GO
7427,low_debt/eq,Consumer Staples,129.03,Q1 2020GO
7462,low_debt/eq,Computer and Technology,21.14,Q1 2018GOOGL
7463,low_debt/eq,Computer and Technology,110.07,Q2 2018GOOGL
7465,low_debt/eq,Computer and Technology,590.82,Q4 2018GOOGL
7466,low_debt/eq,Computer and Technology,-988.62,Q1 2019GOOGL
7468,low_debt/eq,Computer and Technology,523.03,Q3 2019GOOGL
7469,low_debt/eq,Computer and Technology,500.59,Q4 2019GOOGL
7470,low_debt/eq,Computer and Technology,-648.07,Q1 2020GOOGL
7473,low_debt/eq,Computer and Technology,174.74,Q2 2021GOOGL
7474,low_debt/eq,Computer and Technology,-309.95,Q3 2021GOOGL
7475,low_debt/eq,Computer and Technology,-494.53,Q4 2021GOOGL
7476,low_debt/eq,Computer and Technology,463.88,Q1 2022GOOGL
7477,low_debt/eq,Computer and Technology,-88.24,Q2 2022GOOGL
7478,low_debt/eq,Computer and Technology,-320.29,Q3 2022GOOGL
7509,good debt/eq,Business Services,547.62,Q4 2017GPN
7513,good debt/eq,Business Services,-256.1,Q4 2018GPN
7535,low_debt/eq,Retail/Wholesale,447.37,Q3 2018GPS
7543,low_debt/eq,Retail/Wholesale,-1108.51,Q3 2020GPS
7546,low_debt/eq,Retail/Wholesale,-868.42,Q3 2021GPS
7565,high_debt/eq,Retail/Wholesale,-70.33,Q1 2020GRPN
7570,high_debt/eq,Retail/Wholesale,283.51,Q4 2021GRPN
7599,high_debt/eq,Finance,211.64,Q4 2017GS
7600,high_debt/eq,Finance,172.22,Q1 2018GS
7601,high_debt/eq,Finance,283.11,Q2 2018GS
7602,high_debt/eq,Finance,12.46,Q3 2018GS
7603,high_debt/eq,Finance,-1378.16,Q4 2018GS
7605,high_debt/eq,Finance,339.65,Q2 2019GS
7606,high_debt/eq,Finance,413.19,Q3 2019GS
7607,high_debt/eq,Finance,535.29,Q4 2019GS
7608,high_debt/eq,Finance,144.77,Q1 2020GS
7609,high_debt/eq,Finance,451.44,Q2 2020GS
7610,high_debt/eq,Finance,513.86,Q3 2020GS
7612,high_debt/eq,Finance,313.37,Q2 2021GS
7615,high_debt/eq,Finance,918.22,Q1 2022GS
7617,high_debt/eq,Finance,257.3,Q3 2022GS
7646,good debt/eq,Auto/Tires/Trucks,-371.79,Q4 2017GT
7647,good debt/eq,Auto/Tires/Trucks,-33.33,Q1 2018GT
7694,high_debt/eq,Computer and Technology,445.9,Q4 2021GTLB
7705,low_debt/eq,Industrial Products,-774.73,Q2 2018GTLS
7707,low_debt/eq,Industrial Products,20.08,Q4 2018GTLS
7709,low_debt/eq,Industrial Products,57.14,Q2 2019GTLS
7710,low_debt/eq,Industrial Products,701.66,Q3 2019GTLS
7726,good debt/eq,Industrial Products,-2107.91,Q4 2017GWW
7727,good debt/eq,Industrial Products,283.98,Q1 2018GWW
7728,good debt/eq,Industrial Products,-718.67,Q2 2018GWW
7729,good debt/eq,Industrial Products,-383.06,Q3 2018GWW
7730,good debt/eq,Industrial Products,588.99,Q4 2018GWW
7731,good debt/eq,Industrial Products,-9806.45,Q1 2019GWW
7733,good debt/eq,Industrial Products,562.94,Q3 2019GWW
7734,good debt/eq,Industrial Products,200.52,Q4 2019GWW
7735,high_debt/eq,Industrial Products,-103.33,Q1 2020GWW
7751,low_debt/eq,Transportation,546.15,Q4 2021GXO
7755,low_debt/eq,Transportation,-375.0,Q4 2022GXO
7760,low_debt/eq,Consumer Discretionary,734.69,Q4 2017H
7764,low_debt/eq,Consumer Discretionary,215.52,Q4 2018H
7768,low_debt/eq,Consumer Discretionary,48.61,Q4 2019H
7774,good debt/eq,Consumer Discretionary,389.16,Q4 2021H
7778,low_debt/eq,Consumer Discretionary,393.03,Q4 2022H
7813,good debt/eq,Oils/Energy,-5303.03,Q1 2019HAL
7821,high_debt/eq,Oils/Energy,222.69,Q2 2021HAL
7822,high_debt/eq,Oils/Energy,337.61,Q3 2021HAL
7824,good debt/eq,Oils/Energy,325.94,Q1 2022HAL
7825,good debt/eq,Oils/Energy,251.32,Q2 2022HAL
7826,good debt/eq,Oils/Energy,323.74,Q3 2022HAL
7827,low_debt/eq,Oils/Energy,251.99,Q4 2022HAL
7833,good debt/eq,Consumer Discretionary,-210.0,Q4 2017HAS
7838,good debt/eq,Consumer Discretionary,-1182.98,Q1 2019HAS
7839,low_debt/eq,Consumer Discretionary,-503.57,Q2 2019HAS
7840,low_debt/eq,Consumer Discretionary,-1251.41,Q3 2019HAS
7841,good debt/eq,Consumer Discretionary,715.47,Q4 2019HAS
7842,high_debt/eq,Consumer Discretionary,217.39,Q1 2020HAS
7846,good debt/eq,Consumer Discretionary,397.54,Q3 2021HAS
7850,good debt/eq,Consumer Discretionary,366.46,Q3 2022HAS
7851,good debt/eq,Consumer Discretionary,658.68,Q4 2022HAS
7881,low_debt/eq,Medical,-11.43,Q4 2017HCA
7883,low_debt/eq,Medical,-1913.67,Q2 2018HCA
7885,low_debt/eq,Medical,-131.22,Q4 2018HCA
7886,low_debt/eq,Medical,300.78,Q1 2019HCA
7887,low_debt/eq,Medical,-1210.08,Q2 2019HCA
7888,low_debt/eq,Medical,-146.85,Q3 2019HCA
7889,low_debt/eq,Medical,423.08,Q4 2019HCA
7890,low_debt/eq,Medical,225.81,Q1 2020HCA
7891,high_debt/eq,Medical,-1085.27,Q2 2020HCA
7893,high_debt/eq,Medical,-2565.93,Q2 2021HCA
7895,high_debt/eq,Medical,-72.37,Q4 2021HCA
7898,low_debt/eq,Medical,224.34,Q3 2022HCA
7914,high_debt/eq,Retail/Wholesale,417.5,Q1 2018HD
7915,high_debt/eq,Retail/Wholesale,533.11,Q2 2018HD
7916,high_debt/eq,Retail/Wholesale,521.18,Q3 2018HD
7917,high_debt/eq,Retail/Wholesale,502.66,Q4 2018HD
7918,low_debt/eq,Retail/Wholesale,496.4,Q1 2019HD
7919,low_debt/eq,Retail/Wholesale,-383.33,Q2 2019HD
7920,low_debt/eq,Retail/Wholesale,-905.02,Q3 2019HD
7921,low_debt/eq,Retail/Wholesale,316.13,Q4 2019HD
7922,low_debt/eq,Retail/Wholesale,355.91,Q1 2020HD
7923,low_debt/eq,Retail/Wholesale,449.02,Q2 2020HD
7924,low_debt/eq,Retail/Wholesale,52.96,Q3 2020HD
7925,high_debt/eq,Retail/Wholesale,323.9,Q1 2021HD
7926,high_debt/eq,Retail/Wholesale,-589.13,Q2 2021HD
7927,high_debt/eq,Retail/Wholesale,-749.04,Q3 2021HD
7929,low_debt/eq,Retail/Wholesale,404.24,Q1 2022HD
7930,low_debt/eq,Retail/Wholesale,73.32,Q2 2022HD
7931,high_debt/eq,Retail/Wholesale,496.19,Q3 2022HD
7938,low_debt/eq,Oils/Energy,196.72,Q1 2018HES
7939,low_debt/eq,Oils/Energy,472.92,Q2 2018HES
7940,low_debt/eq,Oils/Energy,340.64,Q3 2018HES
7941,low_debt/eq,Oils/Energy,14.96,Q4 2018HES
7942,low_debt/eq,Oils/Energy,151.4,Q1 2019HES
7943,low_debt/eq,Oils/Energy,-344.9,Q2 2019HES
7944,low_debt/eq,Oils/Energy,-225.4,Q3 2019HES
7945,low_debt/eq,Oils/Energy,-586.67,Q4 2019HES
7946,good debt/eq,Oils/Energy,246.45,Q1 2020HES
7947,good debt/eq,Oils/Energy,32.26,Q2 2020HES
7948,good debt/eq,Oils/Energy,211.06,Q3 2020HES
7949,good debt/eq,Oils/Energy,141.54,Q4 2020HES
7950,good debt/eq,Oils/Energy,-155.04,Q2 2021HES
7951,good debt/eq,Oils/Energy,-271.43,Q3 2021HES
7953,good debt/eq,Oils/Energy,241.71,Q1 2022HES
7954,good debt/eq,Oils/Energy,294.39,Q2 2022HES
7955,good debt/eq,Oils/Energy,-141.7,Q3 2022HES
7956,low_debt/eq,Oils/Energy,274.9,Q4 2022HES
7981,low_debt/eq,Retail/Wholesale,-966.95,Q2 2018HLF
7982,low_debt/eq,Retail/Wholesale,663.88,Q3 2018HLF
7983,low_debt/eq,Retail/Wholesale,615.28,Q4 2018HLF
7986,low_debt/eq,Retail/Wholesale,-413.45,Q3 2019HLF
7987,low_debt/eq,Retail/Wholesale,649.75,Q4 2019HLF
7991,low_debt/eq,Retail/Wholesale,-15.15,Q2 2021HLF
7992,low_debt/eq,Retail/Wholesale,535.71,Q3 2021HLF
7994,low_debt/eq,Retail/Wholesale,336.28,Q1 2022HLF
7995,low_debt/eq,Retail/Wholesale,86.02,Q2 2022HLF
7996,low_debt/eq,Retail/Wholesale,511.9,Q3 2022HLF
8002,high_debt/eq,Consumer Discretionary,-65.22,Q4 2017HLT
8006,high_debt/eq,Consumer Discretionary,-637.17,Q4 2018HLT
8016,low_debt/eq,Consumer Discretionary,399.32,Q4 2021HLT
8026,high_debt/eq,Auto/Tires/Trucks,11.74,Q4 2017HOG
8027,high_debt/eq,Auto/Tires/Trucks,525.32,Q1 2018HOG
8028,high_debt/eq,Auto/Tires/Trucks,-216.82,Q2 2018HOG
8029,high_debt/eq,Auto/Tires/Trucks,553.19,Q3 2018HOG
8030,high_debt/eq,Auto/Tires/Trucks,214.15,Q4 2018HOG
8031,high_debt/eq,Auto/Tires/Trucks,558.52,Q1 2019HOG
8032,high_debt/eq,Auto/Tires/Trucks,-94.49,Q2 2019HOG
8033,high_debt/eq,Auto/Tires/Trucks,-288.93,Q3 2019HOG
8034,high_debt/eq,Auto/Tires/Trucks,429.18,Q4 2019HOG
8035,high_debt/eq,Auto/Tires/Trucks,6.25,Q1 2020HOG
8036,high_debt/eq,Auto/Tires/Trucks,424.24,Q2 2020HOG
8037,high_debt/eq,Auto/Tires/Trucks,-1555.56,Q3 2020HOG
8038,high_debt/eq,Auto/Tires/Trucks,90.91,Q2 2021HOG
8039,high_debt/eq,Auto/Tires/Trucks,400.0,Q3 2021HOG
8040,high_debt/eq,Auto/Tires/Trucks,-565.52,Q4 2021HOG
8041,high_debt/eq,Auto/Tires/Trucks,648.65,Q1 2022HOG
8042,high_debt/eq,Auto/Tires/Trucks,-174.76,Q2 2022HOG
8043,high_debt/eq,Auto/Tires/Trucks,-564.52,Q3 2022HOG
8044,high_debt/eq,Auto/Tires/Trucks,-433.07,Q4 2022HOG
8054,low_debt/eq,Multi-Sector Conglomerates,-646.55,Q1 2019HON
8055,low_debt/eq,Multi-Sector Conglomerates,27.99,Q2 2019HON
8056,good debt/eq,Multi-Sector Conglomerates,36.97,Q3 2019HON
8064,good debt/eq,Multi-Sector Conglomerates,-1410.16,Q4 2021HON
8066,good debt/eq,Multi-Sector Conglomerates,-282.26,Q2 2022HON
8067,low_debt/eq,Multi-Sector Conglomerates,-27.45,Q3 2022HON
8068,good debt/eq,Multi-Sector Conglomerates,526.12,Q4 2022HON
8073,low_debt/eq,Finance,90.55,Q2 2021HOOD
8074,low_debt/eq,Finance,-120.14,Q3 2021HOOD
8131,low_debt/eq,Computer and Technology,348.21,Q1 2018HPQ
8134,low_debt/eq,Computer and Technology,-2743.48,Q4 2018HPQ
8137,low_debt/eq,Computer and Technology,718.06,Q3 2019HPQ
8138,low_debt/eq,Computer and Technology,53.8,Q4 2019HPQ
8144,low_debt/eq,Computer and Technology,-169.78,Q3 2021HPQ
8145,low_debt/eq,Computer and Technology,542.45,Q4 2021HPQ
8146,low_debt/eq,Computer and Technology,483.36,Q1 2022HPQ
8147,low_debt/eq,Computer and Technology,-118.52,Q2 2022HPQ
8148,low_debt/eq,Computer and Technology,635.62,Q3 2022HPQ
8162,good debt/eq,Medical,47.45,Q4 2019HQY
8200,high_debt/eq,Consumer Staples,-642.04,Q4 2017HSY
8202,high_debt/eq,Consumer Staples,-1229.03,Q2 2018HSY
8203,high_debt/eq,Consumer Staples,-224.72,Q3 2018HSY
8204,high_debt/eq,Consumer Staples,757.89,Q4 2018HSY
8205,high_debt/eq,Consumer Staples,-58.55,Q1 2019HSY
8206,high_debt/eq,Consumer Staples,468.69,Q2 2019HSY
8207,high_debt/eq,Consumer Staples,397.54,Q3 2019HSY
8208,high_debt/eq,Consumer Staples,-435.78,Q4 2019HSY
8209,high_debt/eq,Consumer Staples,288.57,Q1 2020HSY
8210,high_debt/eq,Consumer Staples,-402.78,Q2 2020HSY
8212,high_debt/eq,Consumer Staples,400.0,Q2 2021HSY
8213,high_debt/eq,Consumer Staples,485.44,Q3 2021HSY
8214,high_debt/eq,Consumer Staples,-230.13,Q4 2021HSY
8215,high_debt/eq,Consumer Staples,-193.07,Q1 2022HSY
8216,high_debt/eq,Consumer Staples,-88.8,Q2 2022HSY
8218,good debt/eq,Consumer Staples,-769.57,Q4 2022HSY
8270,good debt/eq,Computer and Technology,41.44,Q4 2017HUBS
8274,good debt/eq,Computer and Technology,592.66,Q4 2018HUBS
8292,low_debt/eq,Medical,292.79,Q4 2017HUM
8293,low_debt/eq,Medical,60.91,Q1 2018HUM
8294,low_debt/eq,Medical,458.97,Q2 2018HUM
8295,low_debt/eq,Medical,-986.84,Q3 2018HUM
8296,low_debt/eq,Medical,561.83,Q4 2018HUM
8297,low_debt/eq,Medical,34.57,Q1 2019HUM
8298,low_debt/eq,Medical,-289.72,Q2 2019HUM
8299,low_debt/eq,Medical,22.83,Q3 2019HUM
8300,low_debt/eq,Medical,-751.98,Q4 2019HUM
8302,low_debt/eq,Medical,12.54,Q2 2020HUM
8303,low_debt/eq,Medical,-102.72,Q3 2020HUM
8304,low_debt/eq,Medical,-780.82,Q2 2021HUM
8305,low_debt/eq,Medical,454.25,Q3 2021HUM
8306,low_debt/eq,Medical,-203.9,Q4 2021HUM
8308,low_debt/eq,Medical,271.1,Q2 2022HUM
8309,low_debt/eq,Medical,406.47,Q3 2022HUM
8310,low_debt/eq,Medical,264.55,Q4 2022HUM
8334,good debt/eq,Construction,43.01,Q4 2022HWM
